chr	pos	ref_base	strand	mod	WT2_depth	WT2_basecall_accuracy	WT2_mod_freq	WT2_mod_prob	KOM3_depth	KOM3_basecall_accuracy	KOM3_mod_freq	KOM3_mod_prob	WT1_depth	WT1_basecall_accuracy	WT1_mod_freq	WT1_mod_prob	KOM14_depth	KOM14_basecall_accuracy	KOM14_mod_freq	KOM14_mod_prob
chr5	143902732	A	-	m6A	331	0.982	0.332	0.867	219	0.982	0.105	0.8	105	0.971	0.4	0.883	199	0.985	0.196	0.833
chr5	144264231	A	+	m6A	211	0.981	0.171	0.75	96	1	0.062	0.717	90	0.989	0.233	0.733	153	0.993	0.072	0.833
chr5	145108454	A	+	m6A	334	0.979	0.09	0.8	155	0.994	0.032	0.6	123	0.976	0.13	0.783	163	0.988	0.025	0.667
chr5	145147925	A	+	m6A	583	0.954	0.084	0.767	369	0.986	0.011	0.7	149	0.946	0.067	0.867	318	0.987	0.035	0.7
chr5	147078867	A	+	m6A	259	0.973	0.456	0.8	219	0.986	0.393	0.767	76	1	0.5	0.75	140	0.979	0.421	0.833
chr5	149215113	A	+	m6A	108	0.935	0.13	0.8	61	0.918	0.066	0.717	29	0.862	0.069	0.833	78	0.91	0.154	0.8
chr5	149215157	A	+	m6A	130	0.977	0.231	0.75	78	0.974	0.064	0.7	34	1	0.206	0.767	84	0.964	0.071	0.767
chr5	149617406	A	-	m6A	160	0.956	0.106	0.7	54	0.87	0.056	0.633	42	0.857	0.095	0.683	127	0.929	0.047	0.733
chr5	149617438	A	-	m6A	132	0.992	0.114	0.7	44	1	0.023	0.833	33	1	0.152	0.733	109	1	0.055	0.683
chr5	149617511	A	-	m6A	116	0.983	0.138	0.767	35	1	0.029	0.833	27	1	0.296	0.717	81	0.963	0.099	0.767
chr5	149617517	A	-	m6A	117	0.932	0.128	0.733	36	1	0.028	0.867	30	1	0.133	0.817	81	0.988	0.049	0.617
chr5	150569468	A	+	m6A	85	0.976	0.294	0.8	40	0.975	0.175	0.7	25	1	0.32	0.883	47	0.979	0.34	0.783
chr5	151642854	A	-	m6A	159	1	0.189	0.733	45	1	0.089	0.933	31	1	0.323	0.75	64	1	0.078	0.6
chr5	151642933	A	-	m6A	156	0.994	0.179	0.717	49	1	0.041	0.783	31	0.968	0.323	0.733	66	1	0.045	0.867
chr6	6558415	A	-	m6A	1402	0.992	0.126	0.767	641	0.994	0.012	0.783	305	0.997	0.125	0.767	550	0.991	0.056	0.767
chr6	7675232	A	-	m6A	2156	0.988	0.267	0.833	578	0.983	0.081	0.8	672	0.99	0.254	0.8	840	0.988	0.112	0.833
chr6	28888609	A	+	m6A	376	0.997	0.104	0.7	157	1	0.025	0.717	154	0.981	0.104	0.683	151	0.993	0.026	0.75
chr6	29125312	A	-	m6A	183	0.951	0.317	0.85	56	0.982	0.214	0.8	35	0.914	0.371	0.9	61	0.967	0.246	0.767
chr6	29125377	A	-	m6A	208	0.986	0.072	0.667	61	0.984	0.016	1	40	0.95	0.1	0.783	70	1	0.129	0.7
chr6	30366651	A	-	m6A	417	0.998	0.122	0.767	157	0.994	0.051	0.65	90	1	0.122	0.8	133	0.992	0.068	0.633
chr6	30482620	A	-	m6A	119	1	0.521	0.8	27	1	0.259	0.867	36	1	0.583	0.8	40	0.95	0.275	0.867
chr6	32792534	A	-	m6A	115	0.965	0.148	0.7	29	1	0.069	0.783	32	1	0.156	0.667	62	0.952	0.048	0.667
chr6	32792775	A	-	m6A	122	0.992	0.443	0.867	35	1	0.2	0.733	37	0.973	0.486	0.85	62	0.984	0.194	0.833
chr6	33973804	A	+	m6A	150	0.98	0.073	0.767	54	0.981	0.037	0.8	80	0.975	0.075	0.817	129	1	0.039	0.867
chr6	33973863	A	+	m6A	119	0.941	0.118	0.867	49	0.98	0.02	0.867	60	0.967	0.117	0.733	109	0.991	0.037	0.917
chr6	33973932	A	+	m6A	143	1	0.098	0.783	51	1	0.02	0.667	82	0.988	0.171	0.733	129	1	0.054	0.833
chr6	35261258	A	+	m6A	387	0.966	0.052	0.9	164	0.957	0.012	0.583	122	0.951	0.09	0.9	222	0.968	0.009	0.7
chr6	35261484	A	+	m6A	499	0.978	0.565	0.833	255	0.988	0.259	0.833	182	0.962	0.462	0.8	279	0.978	0.355	0.8
chr6	35261557	A	+	m6A	515	0.984	0.485	0.833	274	0.982	0.153	0.817	186	0.973	0.624	0.833	282	0.993	0.323	0.867
chr6	39399247	A	-	m6A	424	1	0.309	0.767	103	1	0.136	0.75	98	0.969	0.327	0.8	200	1	0.29	0.767
chr6	39399271	A	-	m6A	416	0.993	0.255	0.767	106	1	0.066	0.733	95	0.979	0.295	0.783	198	0.995	0.197	0.767
chr6	39405781	A	-	m6A	646	0.971	0.358	0.833	289	0.99	0.045	0.733	183	0.956	0.35	0.867	310	0.981	0.161	0.767
chr6	47525732	A	+	m6A	186	0.941	0.263	0.8	61	0.967	0.164	0.65	35	0.943	0.2	0.867	88	0.943	0.125	0.833
chr6	47525791	A	+	m6A	210	0.981	0.552	0.85	67	0.985	0.403	0.933	48	1	0.667	0.883	111	0.982	0.514	0.867
chr6	47525801	A	+	m6A	228	0.982	0.531	0.833	74	0.959	0.405	0.767	49	1	0.571	0.833	109	0.982	0.523	0.8
chr6	47525978	A	+	m6A	259	0.973	0.17	0.8	93	1	0.043	0.583	56	0.964	0.143	0.917	133	0.977	0.038	0.833
chr6	47796443	A	-	m6A	159	0.969	0.226	0.75	31	1	0.161	0.833	52	0.981	0.346	0.767	135	0.993	0.133	0.733
chr6	49084568	A	+	m6A	137	0.993	0.175	0.75	79	1	0.051	0.783	58	1	0.172	0.867	85	1	0.106	0.833
chr6	49084639	A	+	m6A	139	1	0.094	0.733	80	1	0	NA	56	0.964	0.214	0.817	83	0.988	0.024	0.867
chr6	49244246	A	-	m6A	241	0.983	0.075	0.7	74	0.959	0.014	0.933	84	0.976	0.143	0.75	133	1	0.008	0.867
chr6	50196532	A	+	m6A	124	0.992	0.145	0.85	46	1	0.043	0.883	41	1	0.098	0.633	69	1	0.087	0.767
chr6	50198155	A	+	m6A	152	1	0.118	0.883	70	1	0.029	0.783	55	1	0.164	0.867	84	1	0.107	0.833
chr6	52546332	A	-	m6A	107	0.991	0.056	0.833	30	1	0	NA	41	1	0.098	0.683	81	0.951	0	NA
chr6	54889458	A	+	m6A	83	1	0.084	0.6	31	1	0	NA	37	0.973	0.054	0.733	69	0.971	0.029	0.767
chr6	54889477	A	+	m6A	74	0.959	0.149	0.667	25	1	0.04	0.7	32	0.969	0.188	0.7	62	0.984	0.032	0.633
chr6	54985795	A	-	m6A	91	0.989	0.154	0.883	55	0.927	0.018	0.767	32	1	0.094	1	41	0.951	0	NA
chr6	54985854	A	-	m6A	89	1	0.18	0.7	55	1	0.036	0.667	31	1	0.097	0.567	42	1	0.119	0.733
chr6	56879207	A	+	m6A	269	0.981	0.123	0.833	157	0.981	0.038	0.733	147	0.98	0.136	0.767	224	0.982	0.08	0.767
chr6	67284071	A	+	m6A	2061	0.985	0.529	0.867	577	0.988	0.392	0.867	748	0.984	0.592	0.867	967	0.992	0.429	0.867
chr6	67284100	A	+	m6A	2385	0.982	0.153	0.667	692	0.99	0.062	0.733	884	0.977	0.184	0.7	1073	0.983	0.103	0.633
chr6	67284389	A	+	m6A	107	0.897	0.056	0.833	26	0.923	0.038	0.733	31	0.935	0.065	0.583	59	0.949	0	NA
chr6	71874821	A	+	m6A	312	0.958	0.349	0.8	104	0.971	0.077	0.733	77	0.948	0.312	0.867	211	0.976	0.18	0.767
chr6	72626672	A	-	m6A	141	0.993	0.177	0.833	69	1	0.014	0.633	60	0.983	0.267	0.867	112	1	0.107	0.833
chr6	72626728	A	-	m6A	115	0.991	0.104	0.733	51	1	0.02	0.933	38	0.974	0.105	0.783	95	0.989	0.053	0.733
chr6	72957433	A	-	m6A	800	0.986	0.273	0.767	401	0.998	0.062	0.667	506	0.976	0.312	0.7	653	0.98	0.139	0.767
chr6	82647791	A	-	m6A	260	0.996	0.492	0.8	97	1	0.237	0.767	65	1	0.415	0.8	106	1	0.274	0.767
chr6	82725342	A	-	m6A	164	1	0.451	0.767	29	1	0.31	0.867	51	1	0.451	0.767	128	1	0.297	0.783
chr6	83030124	A	+	m6A	38	1	0.263	0.65	30	1	0.3	0.833	29	1	0.31	0.833	34	1	0.265	0.8
chr6	83051507	A	-	m6A	139	0.978	0.345	0.8	55	0.927	0.109	0.733	54	0.944	0.204	0.833	98	0.98	0.184	0.8
chr6	83056983	A	+	m6A	104	0.99	0.067	0.967	33	1	0	NA	36	1	0.083	1	58	1	0.034	0.733
chr6	83118670	A	+	m6A	102	0.951	0.304	0.867	34	1	0.088	0.7	36	1	0.25	0.9	64	0.938	0.125	0.833
chr6	83119116	A	-	m6A	92	0.946	0.435	0.917	28	0.964	0.321	0.9	46	0.978	0.522	0.867	44	1	0.205	0.867
chr6	83200084	A	+	m6A	108	0.926	0.102	0.8	40	0.95	0.025	1	59	0.983	0.203	0.85	81	0.988	0.025	0.8
chr6	83305790	A	-	m6A	295	0.99	0.102	0.733	124	1	0.008	0.733	170	0.982	0.088	0.733	165	0.994	0.048	0.783
chr6	83305990	A	-	m6A	369	0.989	0.051	0.733	116	0.983	0.009	0.633	179	0.95	0.073	0.7	197	0.959	0.03	0.717
chr6	85134114	A	-	m6A	216	0.995	0.241	0.867	116	1	0.095	0.867	45	1	0.4	0.933	150	1	0.207	0.833
chr6	85134141	A	-	m6A	194	0.954	0.082	0.85	108	0.954	0.009	0.967	40	0.975	0.05	0.833	144	0.965	0.007	0.733
chr6	85134178	A	-	m6A	193	0.995	0.244	0.867	100	0.99	0.02	0.933	40	0.975	0.4	0.9	129	0.992	0.109	0.817
chr6	85134186	A	-	m6A	189	0.995	0.206	0.867	100	0.98	0.03	0.7	39	1	0.179	0.633	130	0.992	0.146	0.767
chr6	85446149	A	+	m6A	286	1	0.318	0.733	77	0.987	0.156	0.75	96	0.979	0.312	0.8	129	1	0.217	0.783
chr6	85468197	A	+	m6A	2909	0.996	0.065	0.767	1283	0.998	0.01	0.7	1387	0.996	0.065	0.767	1585	0.997	0.016	0.733
chr6	87912519	A	+	m6A	321	1	0.09	0.767	187	1	0.021	0.733	99	1	0.091	0.733	145	1	0.034	0.7
chr6	87913386	A	+	m6A	74	1	0.054	0.9	38	1	0	NA	29	0.966	0.069	0.683	35	1	0.029	0.667
chr6	88102074	A	+	m6A	141	0.979	0.078	0.867	30	1	0	NA	26	0.962	0.115	0.767	68	1	0.015	0.6
chr6	88258209	A	-	m6A	133	1	0.165	0.733	96	1	0.052	0.833	29	1	0.172	0.633	60	1	0.05	0.833
chr6	88503676	A	-	m6A	632	0.946	0.226	0.867	411	0.983	0.027	0.767	226	0.951	0.261	0.867	275	0.96	0.08	0.9
chr6	88836253	A	-	m6A	100	0.99	0.25	0.733	50	1	0.3	0.733	40	0.975	0.325	0.733	62	0.968	0.29	0.767
chr6	88883697	A	-	m6A	1378	0.987	0.341	0.833	564	0.982	0.083	0.867	440	0.964	0.389	0.833	541	0.983	0.129	0.833
chr6	88883742	A	-	m6A	1505	0.999	0.109	0.7	567	0.996	0.021	0.733	455	0.998	0.141	0.75	574	0.995	0.042	0.667
chr6	91013183	A	-	m6A	236	0.983	0.428	0.8	137	0.993	0.321	0.8	140	0.971	0.371	0.8	116	1	0.353	0.8
chr6	91013280	A	-	m6A	232	0.987	0.453	0.8	126	0.984	0.27	0.767	147	1	0.367	0.8	114	1	0.289	0.767
chr6	91013688	A	-	m6A	105	1	0.181	0.8	32	1	0.031	0.833	53	1	0.208	0.867	49	1	0.041	0.733
chr6	91522355	A	+	m6A	976	0.998	0.051	0.733	401	0.998	0.005	0.65	198	0.995	0.056	0.767	324	0.997	0.019	0.733
chr6	91522379	A	+	m6A	945	0.99	0.098	0.7	396	0.995	0.028	0.733	192	0.99	0.052	0.667	318	0.991	0.044	0.883
chr6	92174901	A	-	m6A	366	0.926	0.052	0.733	242	0.942	0.037	0.767	80	0.838	0.075	0.65	138	0.884	0.029	0.633
chr6	92174996	A	-	m6A	384	0.969	0.333	0.833	244	0.992	0.115	0.667	78	0.936	0.333	0.85	147	1	0.197	0.833
chr6	99877737	A	-	m6A	1153	0.984	0.234	0.783	369	0.992	0.06	0.617	394	0.964	0.251	0.767	742	0.978	0.116	0.783
chr6	113280947	A	+	m6A	195	0.985	0.221	0.833	84	0.976	0.036	0.7	43	0.977	0.256	0.767	69	1	0.159	0.733
chr6	113366816	A	-	m6A	373	0.971	0.445	0.833	214	0.991	0.098	0.9	106	0.962	0.443	0.867	178	0.938	0.163	0.833
chr6	113415369	A	-	m6A	135	1	0.333	0.8	107	0.991	0.187	0.833	38	1	0.395	0.733	50	0.98	0.22	0.933
chr6	113447998	A	+	m6A	223	1	0.094	0.733	95	1	0.021	0.7	50	1	0.06	0.6	89	1	0.067	0.817
chr6	113448106	A	+	m6A	215	0.981	0.074	0.617	94	0.989	0.011	0.567	48	1	0.062	0.8	89	1	0.011	0.7
chr6	113483043	A	+	m6A	39	1	0.051	0.75	51	1	0	NA	31	0.968	0.065	0.9	27	0.963	0.037	0.633
chr6	113493002	A	+	m6A	124	0.976	0.065	0.717	39	1	0.026	0.533	49	1	0.102	0.7	57	0.965	0.035	0.667
chr6	113616388	A	+	m6A	434	1	0.138	0.833	230	0.996	0.03	0.833	92	1	0.25	0.833	188	0.995	0.048	0.767
chr6	113616620	A	+	m6A	565	0.993	0.145	0.767	353	1	0.011	0.7	141	0.986	0.156	0.783	257	0.992	0.051	0.733
chr6	113616897	A	+	m6A	139	1	0.223	0.767	58	0.983	0.052	0.867	46	1	0.152	0.7	53	1	0.113	0.783
chr6	115618858	A	-	m6A	271	0.989	0.125	0.717	104	0.99	0.019	0.767	85	1	0.071	0.65	112	0.991	0.045	0.7
chr6	115618975	A	-	m6A	212	0.943	0.09	0.733	74	0.959	0.041	0.567	63	0.952	0.079	0.567	85	0.965	0.094	0.633
chr6	118383573	A	-	m6A	262	0.981	0.256	0.733	113	0.982	0.239	0.8	74	0.986	0.23	0.733	105	0.981	0.171	0.817
chr6	119353668	A	-	m6A	128	0.992	0.164	0.833	41	0.976	0.049	0.75	33	0.97	0.242	0.817	54	1	0.148	0.783
chr6	119353721	A	-	m6A	106	0.868	0.123	0.7	35	0.886	0.029	0.633	30	0.867	0.167	0.6	47	0.936	0.064	0.7
chr6	122317809	A	-	m6A	251	0.968	0.116	0.767	52	1	0.019	0.9	53	0.925	0.226	0.85	84	0.976	0.083	0.9
chr6	122606298	A	-	m6A	365	0.97	0.071	0.817	149	0.96	0.027	0.817	92	0.989	0.065	0.8	112	0.938	0	NA
chr6	122606808	A	-	m6A	125	0.952	0.32	0.767	28	0.964	0.179	0.9	26	0.808	0.192	0.7	36	0.972	0.222	0.767
chr6	122728162	A	-	m6A	2039	0.965	0.116	0.833	719	0.99	0.029	0.867	624	0.976	0.175	0.8	998	0.984	0.057	0.833
chr6	122888717	A	+	m6A	116	0.991	0.095	0.867	55	0.982	0.055	0.9	37	1	0.054	0.883	34	0.971	0	NA
chr6	124703815	A	+	m6A	129	0.992	0.186	0.933	61	0.984	0.098	0.867	35	1	0.171	0.867	46	1	0.087	0.9
chr6	124703969	A	+	m6A	152	1	0.197	0.867	86	1	0.093	0.8	54	1	0.185	0.933	61	1	0.082	0.667
chr6	124704512	A	-	m6A	1003	0.995	0.285	0.767	531	0.996	0.085	0.767	210	1	0.324	0.8	378	0.997	0.114	0.767
chr6	124716745	A	+	m6A	2300	0.996	0.448	0.767	1133	0.998	0.168	0.817	563	0.995	0.474	0.767	750	0.993	0.269	0.8
chr6	124716779	A	+	m6A	2271	0.985	0.052	0.733	1119	0.995	0.007	0.75	558	0.989	0.054	0.717	738	0.991	0.023	0.667
chr6	124811232	A	-	m6A	374	0.965	0.187	0.733	68	0.985	0.059	0.883	52	0.962	0.135	0.7	245	0.988	0.106	0.75
chr6	124815333	A	-	m6A	368	0.962	0.068	0.667	181	0.956	0.017	0.733	99	0.97	0.091	0.7	148	0.966	0.02	0.667
chr6	124815390	A	-	m6A	260	0.996	0.138	0.733	105	0.981	0.076	0.633	60	1	0.133	0.633	113	1	0.088	0.733
chr6	124815494	A	-	m6A	229	0.943	0.284	0.9	74	0.986	0.081	0.883	47	1	0.298	0.9	98	0.99	0.133	0.867
chr6	124833220	A	+	m6A	516	0.882	0.06	0.8	248	0.915	0.012	0.833	117	0.872	0.111	0.7	227	0.907	0.013	0.8
chr6	124936010	A	+	m6A	1532	0.996	0.109	0.8	712	0.994	0.015	0.7	470	0.996	0.134	0.833	630	0.994	0.033	0.8
chr6	124959131	A	-	m6A	257	0.988	0.082	0.7	56	0.964	0.018	0.933	48	1	0.146	0.8	97	0.979	0.031	0.7
chr6	125130256	A	+	m6A	763	0.934	0.159	0.8	330	0.958	0.045	0.7	227	0.912	0.172	0.8	404	0.946	0.052	0.8
chr6	125144367	A	+	m6A	575	0.958	0.252	0.767	206	0.981	0.117	0.833	119	0.983	0.294	0.8	251	0.976	0.159	0.75
chr6	125144427	A	+	m6A	621	0.987	0.362	0.767	238	0.979	0.134	0.85	131	0.962	0.366	0.8	278	0.982	0.183	0.7
chr6	125144539	A	+	m6A	766	0.978	0.129	0.767	326	0.975	0.034	0.7	175	0.971	0.137	0.783	324	0.972	0.056	0.817
chr6	125144646	A	+	m6A	763	0.986	0.273	0.733	319	0.987	0.241	0.767	172	0.983	0.302	0.717	326	0.991	0.267	0.767
chr6	125193456	A	+	m6A	798	0.92	0.36	0.867	445	0.98	0.13	0.85	143	0.93	0.399	0.867	265	0.932	0.249	0.833
chr6	127086219	A	-	m6A	167	0.982	0.168	0.783	90	1	0.056	0.667	50	1	0.16	0.7	71	1	0.056	0.8
chr6	127087649	A	-	m6A	109	0.789	0.275	0.783	59	0.915	0.068	0.833	38	0.816	0.263	0.9	44	0.955	0.159	0.933
chr6	127087836	A	-	m6A	129	0.977	0.248	0.633	57	0.947	0.07	0.867	25	0.96	0.24	0.8	42	0.976	0.143	0.65
chr6	127087962	A	-	m6A	114	0.991	0.088	0.6	40	0.975	0.025	0.567	27	1	0.185	0.733	35	0.971	0.086	0.567
chr6	128321243	A	-	m6A	171	0.988	0.386	0.8	83	1	0.169	0.683	56	1	0.518	0.767	121	0.992	0.264	0.817
chr6	128357806	A	-	m6A	147	0.993	0.156	0.8	59	1	0.051	0.633	38	0.974	0.158	0.783	57	1	0.07	0.617
chr6	128357883	A	-	m6A	125	0.992	0.144	0.667	43	1	0.023	0.767	26	1	0.077	0.833	50	1	0.02	0.6
chr6	131365292	A	-	m6A	983	0.966	0.353	0.767	252	0.96	0.087	0.733	249	0.948	0.361	0.767	395	0.957	0.19	0.767
chr6	135023546	A	+	m6A	377	0.902	0.52	0.9	164	0.927	0.177	0.9	80	0.912	0.637	0.9	146	0.932	0.349	0.9
chr6	136813680	A	-	m6A	430	0.995	0.081	0.733	118	1	0.034	0.85	111	1	0.126	0.75	172	1	0.017	0.767
chr6	137750650	A	+	m6A	381	0.987	0.283	0.8	88	1	0.091	0.733	55	1	0.491	0.7	112	0.991	0.17	0.867
chr6	137751041	A	+	m6A	679	0.988	0.393	0.833	195	0.99	0.092	0.833	142	0.993	0.444	0.833	221	0.986	0.204	0.867
chr6	144999317	A	-	m6A	801	0.994	0.179	0.833	399	0.997	0.05	0.733	301	0.987	0.219	0.833	476	1	0.069	0.833
chr6	146603716	A	-	m6A	89	0.989	0.09	0.633	40	1	0.025	0.933	43	0.977	0.093	0.8	48	0.979	0.042	0.617
chr6	146603874	A	-	m6A	70	0.971	0.071	0.933	27	1	0	NA	34	0.912	0.059	0.733	36	1	0.028	1
chr6	147070805	A	+	m6A	238	0.971	0.37	0.767	67	0.97	0.134	0.7	49	1	0.388	0.8	61	1	0.279	0.7
chr6	148355504	A	+	m6A	3554	0.997	0.299	0.767	1430	0.996	0.285	0.767	876	0.99	0.336	0.767	1059	0.997	0.291	0.767
chr6	148355514	A	+	m6A	3400	0.988	0.112	0.733	1362	0.991	0.073	0.733	826	0.987	0.117	0.767	1020	0.984	0.093	0.767
chr7	3620073	A	+	m6A	440	0.991	0.07	0.867	295	0.993	0.031	0.767	273	0.993	0.055	0.8	359	0.997	0.042	0.733
chr7	3640959	A	+	m6A	238	0.92	0.063	0.633	130	0.954	0.015	0.683	67	0.91	0.09	0.683	134	0.948	0.015	0.767
chr7	3640968	A	+	m6A	280	0.968	0.475	0.867	136	0.985	0.081	0.833	78	0.949	0.462	0.783	157	0.987	0.344	0.833
chr7	3700723	A	+	m6A	229	0.991	0.144	0.867	107	1	0.047	0.633	58	0.983	0.172	0.867	99	1	0.091	0.8
chr7	4148038	A	+	m6A	45	1	0.467	0.867	44	1	0.091	0.867	41	1	0.537	0.917	44	1	0.114	0.967
chr7	4151501	A	-	m6A	72	0.986	0.153	0.733	69	0.986	0.014	0.833	43	1	0.186	0.8	81	0.988	0.037	0.767
chr7	4151525	A	-	m6A	74	0.919	0.081	0.817	66	0.955	0	NA	43	1	0.14	0.75	78	0.962	0	NA
chr7	4481949	A	-	m6A	86	0.953	0.058	0.933	25	1	0	NA	31	0.935	0.097	0.833	40	1	0.05	0.583
chr7	4747107	A	+	m6A	82	0.988	0.28	0.767	27	0.963	0.111	0.9	31	0.968	0.29	0.867	57	1	0.14	0.75
chr7	5007415	A	-	m6A	137	0.978	0.117	0.717	45	1	0.022	0.933	37	0.946	0.108	0.683	89	0.978	0.034	0.633
chr7	5097965	A	+	m6A	306	0.977	0.111	0.8	178	0.989	0.011	0.567	120	0.95	0.075	0.8	189	0.984	0.011	0.85
chr7	6190163	A	+	m6A	126	0.913	0.103	0.8	85	0.929	0.012	0.733	61	0.902	0.197	0.8	101	0.881	0.05	0.833
chr7	13005679	A	-	m6A	139	0.986	0.647	0.9	64	1	0.406	0.967	39	0.974	0.641	0.933	66	1	0.424	0.933
chr7	13032079	A	-	m6A	278	0.996	0.05	0.767	210	0.995	0.014	0.833	132	0.962	0.068	0.8	168	0.988	0.006	0.7
chr7	16116793	A	+	m6A	171	0.988	0.099	0.7	64	1	0	NA	60	1	0.083	0.833	103	1	0.049	0.7
chr7	16116920	A	+	m6A	226	0.982	0.186	0.683	128	0.984	0.039	0.733	114	0.965	0.263	0.8	139	0.971	0.065	0.833
chr7	16117102	A	+	m6A	227	0.996	0.203	0.667	130	1	0.092	0.633	113	0.991	0.195	0.633	139	1	0.101	0.7
chr7	16327473	A	-	m6A	176	0.938	0.25	0.833	30	1	0.067	0.95	30	0.967	0.5	0.833	111	0.964	0.09	0.9
chr7	16455444	A	+	m6A	404	1	0.05	0.75	326	0.994	0	NA	156	1	0.051	0.75	217	0.986	0.018	0.9
chr7	16455467	A	+	m6A	370	0.954	0.1	0.833	300	0.973	0.023	0.733	143	0.965	0.098	0.767	197	0.929	0.02	0.717
chr7	16915534	A	-	m6A	384	0.99	0.091	0.833	133	1	0.023	0.567	83	1	0.169	0.75	193	0.995	0.031	0.65
chr7	19054270	A	+	m6A	255	0.996	0.071	0.817	132	1	0.061	0.6	140	0.993	0.071	0.9	194	1	0.052	0.783
chr7	19082418	A	+	m6A	89	0.955	0.404	0.833	38	0.974	0.421	0.8	35	0.971	0.429	0.933	50	1	0.38	0.967
chr7	19082605	A	+	m6A	117	1	0.068	0.7	69	0.971	0.014	0.7	58	1	0.052	0.867	76	0.987	0.026	0.583
chr7	19082745	A	+	m6A	111	0.991	0.054	0.85	54	1	0.019	0.8	48	0.979	0.062	0.7	58	1	0	NA
chr7	19247695	A	+	m6A	78	0.974	0.115	0.867	40	0.975	0.05	0.783	25	0.96	0.16	0.783	35	0.857	0.086	0.9
chr7	19395685	A	+	m6A	91	1	0.077	0.833	60	1	0.017	0.933	45	1	0.067	0.733	42	1	0.048	0.783
chr7	19565190	A	-	m6A	187	0.989	0.631	0.967	141	0.993	0.426	0.9	39	1	0.692	0.933	91	0.967	0.659	0.9
chr7	19565216	A	-	m6A	148	0.926	0.068	0.717	89	0.966	0.034	0.7	32	0.906	0.062	0.7	74	0.932	0.041	0.933
chr7	19580245	A	+	m6A	135	0.919	0.333	0.767	71	0.915	0.211	0.8	39	0.974	0.333	0.633	87	0.977	0.241	0.833
chr7	19580461	A	+	m6A	196	0.974	0.347	0.767	128	0.977	0.172	0.867	60	1	0.367	0.733	136	0.978	0.272	0.833
chr7	19580522	A	+	m6A	218	0.963	0.165	0.767	146	0.959	0.068	0.783	71	0.972	0.211	0.867	147	0.966	0.088	0.767
chr7	19701373	A	-	m6A	1021	0.998	0.239	0.733	596	0.997	0.064	0.733	331	0.997	0.293	0.733	516	0.994	0.124	0.717
chr7	19701475	A	-	m6A	1046	0.989	0.057	0.667	614	0.987	0.01	0.617	338	0.991	0.065	0.7	531	0.983	0.03	0.717
chr7	19716822	A	-	m6A	113	0.991	0.088	0.75	82	0.988	0.012	0.767	48	1	0.188	0.833	66	1	0.061	0.933
chr7	19724240	A	-	m6A	127	0.992	0.252	0.817	95	0.989	0.074	0.9	67	0.985	0.164	0.8	90	1	0.1	0.9
chr7	19724302	A	-	m6A	129	1	0.093	0.633	97	0.99	0.041	0.667	69	1	0.13	0.667	90	1	0.044	0.75
chr7	19724381	A	-	m6A	123	0.967	0.48	0.8	95	0.989	0.253	0.833	66	0.955	0.47	0.867	84	0.976	0.369	0.9
chr7	19724460	A	-	m6A	72	0.958	0.097	0.633	43	0.953	0.07	0.8	27	1	0.222	0.65	48	0.958	0.104	0.733
chr7	19756168	A	-	m6A	401	0.998	0.052	0.7	146	1	0.021	0.667	209	1	0.105	0.883	287	0.997	0.024	0.733
chr7	19808685	A	-	m6A	132	0.992	0.273	0.767	62	1	0.145	0.767	67	1	0.343	0.767	73	0.973	0.096	0.7
chr7	19808848	A	-	m6A	110	0.991	0.145	0.717	39	1	0.051	0.667	45	1	0.156	0.767	54	1	0.037	0.633
chr7	24515466	A	+	m6A	281	0.996	0.121	0.8	159	1	0.025	0.833	78	0.987	0.09	0.767	152	1	0.033	0.633
chr7	24862597	A	+	m6A	185	0.957	0.27	0.8	33	0.97	0.121	0.95	82	0.951	0.341	0.817	118	0.983	0.102	0.667
chr7	25293929	A	+	m6A	166	1	0.09	0.7	91	0.989	0.033	0.967	83	1	0.12	0.783	103	1	0.029	0.633
chr7	25625364	A	+	m6A	88	0.977	0.398	0.8	56	0.946	0.054	0.767	38	0.974	0.263	0.933	63	0.968	0.222	0.75
chr7	25665515	A	+	m6A	289	1	0.087	0.7	113	1	0	NA	74	1	0.068	0.767	154	1	0.065	0.7
chr7	25802611	A	-	m6A	40	0.95	0.5	0.767	25	0.96	0.12	0.833	28	0.964	0.393	0.7	46	0.978	0.326	0.833
chr7	27158754	A	-	m6A	203	0.995	0.33	0.8	159	0.981	0.082	0.733	69	0.986	0.406	0.767	116	1	0.216	0.733
chr7	27342284	A	-	m6A	121	0.884	0.207	0.667	67	0.97	0.045	0.567	49	0.98	0.286	0.733	79	0.899	0.076	0.8
chr7	27532125	A	-	m6A	144	0.993	0.069	0.9	95	0.989	0.011	0.833	97	0.959	0.072	0.933	115	0.974	0	NA
chr7	27532253	A	-	m6A	119	0.975	0.303	0.833	81	0.988	0.086	0.867	76	0.934	0.263	0.767	95	0.947	0.095	0.933
chr7	27532371	A	-	m6A	67	1	0.075	0.833	46	0.935	0	NA	43	0.977	0.186	0.6	55	0.964	0.018	1
chr7	27581716	A	+	m6A	85	0.988	0.153	0.8	36	1	0.056	0.817	25	0.96	0.16	0.75	56	1	0.071	0.817
chr7	28305585	A	-	m6A	161	0.994	0.174	0.867	164	0.994	0.03	0.833	80	1	0.3	0.9	97	1	0.093	0.9
chr7	28305776	A	-	m6A	167	1	0.341	0.833	166	0.988	0.084	0.85	77	1	0.247	0.8	103	1	0.078	0.733
